"Nombre","Factor_Escala","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"GF13-001NH II Hyper Mode Master Gundam",3,"1/100","Master Grade","MG Other Gundam",6820,931,47.38
"RX-0 Unicorn Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",11243.7,931,47.38
"RX-93 Nu Gundam",3,"1/100","Master Grade","MG Char`s Counter Attack",15405,931,47.38
"Shin Musha Gundam",3,"1/100","Master Grade","MG Other Gundam",11243.7,931,47.38
"Z Gundam Ver.2.0 HD Color",3,"1/100","Master Grade","MG Z Gundam",11243.7,931,47.38
"RX-0 Unicorn Gundam 02 Banshee",3,"1/100","Master Grade","MG Gundam UC",11243.7,935,52.11
"RX-0 Unicorn Gundam 02 Banshee Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",11243.7,941,47.38
"AMX-004-3 Qubeley Mk-II",3,"1/100","Master Grade","MG ZZ Gundam",13367.2,949,37.9
"Gyunei Guss`s Jagd Doga",3,"1/100","Reborn","Reborn-One Hundred",13299,949,42.64
"MS-14S Char`s Gelgoog Ver. 2.0",3,"1/100","Master Grade","MG Gundam",15053.11,951,42.64
"GAT-X105E Strike E+IWSP Lukas O`Donnell Custom",3,"1/100","Master Grade","MG Gundam SEED",11430.49,955,42.64
"AMX-004 Qubeley",3,"1/100","Master Grade","MG Z Gundam",13677.84,957,37.9
"GAT-X105 Aile Strike Gundam Ver.RM",3,"1/100","Master Grade","MG Gundam SEED",11955.22,957,39.8
"V-Dash Gundam Ver.Ka",3,"1/100","Master Grade","MG V Gundam",11243.7,958,54.96
"GAT-X105 Aile Strike Gundam",3,"1/100","Master Grade","MG Gundam SEED",8552.41,965,36.01
"Triple Dom Set",4,"1/144","High Grade","UC",5536.6,966,37.9
"MS-14A Gelgoog Ver.2.0",3,"1/100","Master Grade","MG Gundam",15053.11,967,42.64
"G Fighter [For Gundam Ver. 2.0 Operation V Model]",3,"1/100","Master Grade","MG Gundam",11422.88,976,53.06
"MS-09R-S Char`s Rick Dom",3,"1/100","Master Grade","MG MSV",13530.99,976,42.64
"Providence Gundam",3,"1/100","Master Grade","MG Gundam SEED",13697.62,986,47.38
"MSM-04 Acguy",3,"1/100","Master Grade","MG Gundam",13367.2,990,37.9
"Concept-X6-1-2 Turn X",3,"1/100","Master Grade","MG Other Gundam",11618.88,991,56.85
"GN-0000+GNR-010 00 Raiser",3,"1/100","Master Grade","MG Gundam",11589.24,992,61.59
"ZGMF-X20A Strike Freedom Gundam Extra Finish Ver.",3,"1/100","Master Grade","MG Gundam SEED",13327.42,998,94.75
"Freedom Gundam Ver.2.0",3,"1/100","Master Grade","MG Gundam SEED",11401.26,1001,42.64
"Gundam Exia Dark Matter",3,"1/100","Master Grade","MG Build Fighters",11485.5,1001,47.38
"Gundam Fenice Rinascita",3,"1/100","Master Grade","MG Build Fighters",11581.64,1001,45.48
"RX-78 GP02A Gundam GP02 PHYSALIS",3,"1/100","Master Grade","MG Gundam",13367.2,1001,37.9
"RX-0 Unicorn Gundam 02 Banshee Titanium Finish Ver.",3,"1/100","Master Grade","MG Gundam UC",13530.99,1007,113.7
"La-Vie-En Rose",5,"1/1700","EX","EX Model",13522.08,1010,61.59
"Justice Gundam",3,"1/100","Master Grade","MG Gundam SEED",13410.32,1013,45.48
"ZGMF-X42S Destiny Gundam Extreme Blast Mode",3,"1/100","Master Grade","MG Gundam SEED",13254.51,1023,66.33
"Sky Grasper + Aile Striker",2,"1/60","Perfect Grade","Perfect Grade (PG)",11485.5,1046,47.38
"FXA-05D/RX-178 Super Gundam",3,"1/100","Master Grade","MG Z Gundam",13367.2,1048,37.9
"Unicorn Gundam",3,"1/100","Master Grade","MG Gundam UC",13496.56,1052,113.7
"Kshatriya Repaired",4,"1/144","High Grade","UC",17530.5,1055,61.59
"Dramatic Combination [MG Freedom Gundam Ver.2.0 & Figure-rise Bust Kira Yamato]",3,"1/100","Master Grade","MG Gundam SEED",13208.83,1061,54.01
"MSN-06S Sinanju Stein Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",15376.13,1080,66.33
"MRX-009 Psycho Gundam",4,"1/144","High Grade","UC",15514.88,1083,47.38
"MSZ-006 Z Gundam Ver.2.0",3,"1/100","Master Grade","MG Z Gundam",13686.75,1085,47.38
"Providence Gundam G.U.N.D.A.M Edition",3,"1/100","Master Grade","MG Gundam SEED",14545.2,1091,66.33
"Providence Gundam G.U.N.D.A.M Premium Edition",3,"1/100","Master Grade","MG Gundam SEED",16144.13,1093,66.33
"High-Resolution Model Wing Gundam Zero EW",3,"1/100","High Resolution","High-Resolution Model",11658.62,1132,113.7
"Unicorn Gundam 03 Phenex",3,"1/100","Master Grade","MG Gundam UC",15899.52,1142,113.7
"MSN-06S Sinanju Ver.Ka Titanium Finish",3,"1/100","Master Grade","MG Gundam UC",13530.99,1157,113.7
"Gundam Gusion/Gundam Gusion Rebake",3,"1/100","No-Grade","Iron-Blooded Orphans",17433.91,1159,47.38
"Premium Decal MSN-06S Sinanju Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",15091.61,1161,66.33
"*w/Premium Decal RX-93 Nu Gundam Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",13496.56,1163,66.33
"RX-93 Nu Gundam Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",13496.56,1163,66.33
"Shin Musha Gundam `Sengoku no Jin`",3,"1/100","Master Grade","MG Other Gundam",15337,1163,75.8
"MSN-06S Sinanju",3,"1/100","Master Grade","MG Gundam UC",14870.7,1168,71.07
"RX-93-2 Hi-v Gundam",3,"1/100","Master Grade","MG Char`s Counter Attack",17591.87,1187,66.33
"*w/Premium Decal MSZ-010 ZZ Gundam Ver.Ka",3,"1/100","Master Grade","MG ZZ Gundam",13284.97,1189,56.85
"MSZ-010 ZZ Gundam Ver.Ka",3,"1/100","Master Grade","MG ZZ Gundam",13284.97,1189,56.85
"Full Armor Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam Thunderbolt",12815.4,1202,66.33
"MSA-0011 S Gundam",3,"1/100","Master Grade","MG Other Gundam",15301.85,1204,56.85
"RX-93 Nu Gundam Ver.Ka Titanium Finish",3,"1/100","Master Grade","MG Char`s Counter Attack",14508,1240,151.61
"ZGMF-X20A Strike Freedom Gundam Full Burst Mode",3,"1/100","Master Grade","MG Gundam SEED",17974.3,1254,66.33
"RGZ-95C ReZEL Type-C",3,"1/100","Master Grade","MG Gundam UC",17734.08,1288,61.59
"*w/Premium Decal Hi-Nu Gundam Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",16926,1300,66.33
"Hi-Nu Gundam Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",16926,1300,66.33
"Freedom Gundam Extra Finish",3,"1/100","Master Grade","MG Gundam SEED",19091.36,1323,75.8
"MSN-04 Sazabi",3,"1/100","Master Grade","MG Char`s Counter Attack",22907.16,1323,75.8
"MSN-04 Sazabi Metallic Coating Ver.",3,"1/100","Master Grade","MG Char`s Counter Attack",13530.99,1350,132.65
"FA-010A Fazz",3,"1/100","Master Grade","MG Other Gundam",13284.97,1402,56.85
"MSN-02 Zeong",3,"1/100","Master Grade","MG Gundam",13284.97,1402,56.85
"Unicorn Gundam HD Color +MS CAGE",3,"1/100","Master Grade","MG Gundam UC",22455.64,1409,71.07
"FA-010S Full Armor ZZ Gundam",3,"1/100","Master Grade","MG ZZ Gundam",17530.5,1427,56.85
"Mega Size Model RX-78-2 Gundam",1,"1/48","Mega Size","Mega Size Model",26998.4,1498,73.91
"MS-06F Zaku II 30th Anniversary Model Extra Finish Ver.",2,"1/60","Perfect Grade","Perfect Grade (PG)",34298.64,1527,208.46
"Mega Size Model Gundam AGE-1 Normal",1,"1/48","Mega Size","Mega Size Model AGE",22455.64,1576,80.54
"G Armor Real Type Color",3,"1/100","Master Grade","MG Gundam",22278.4,1619,92.86
"RX-78-2 Gundam 30th Anniversary Limited Model Extra Finish Ver.",2,"1/60","Perfect Grade","Perfect Grade (PG)",34298.64,1624,208.46
"MS-06F Zaku II",2,"1/60","Perfect Grade","Perfect Grade (PG)",22112.38,1639,113.7
"*w/Premium Decal MSN-04 Sazabi Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",26461.5,1643,85.28
"MSN-04 Sazabi Ver.Ka",3,"1/100","Master Grade","MG Char`s Counter Attack",26461.5,1643,85.28
"MS-06S Char`s Zaku II",2,"1/60","Perfect Grade","Perfect Grade (PG)",22112.38,1650,113.7
"*w/Premium Decal RX-0 Full Armor Unicorn Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",19091.36,1673,75.8
"RX-0 Full Armor Unicorn Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam UC",19091.36,1673,75.8
"Strike Gundam",2,"1/60","Perfect Grade","Perfect Grade (PG)",22525.37,1711,132.65
"RX-78-2 Gundam",2,"1/60","Perfect Grade","Perfect Grade (PG)",22336.5,1745,113.7
"PMX-003 THE-O",3,"1/100","Master Grade","MG Z Gundam",26583.04,1756,113.7
"Meteor Unit + Freedom Gundam",4,"1/144","High Grade","Gundam SEED",27075,1760,75.8
"Mega Size Model Char`s Zaku",1,"1/48","Mega Size","Mega Size Model",27797.76,1789,73.91
"MSA-0011",3,"1/100","Master Grade","MG Other Gundam",22362.48,1803,75.8
"MSN-04II Nightingale",3,"1/100","Reborn","Reborn-One Hundred",30040.53,1808,75.8
"Mega Size Model Zaku II",1,"1/48","Mega Size","Mega Size Model",27724.8,1872,73.91
"High Mobility Type Zaku II `Psycho Zaku` Ver.Ka",3,"1/100","Master Grade","MG Gundam Thunderbolt",27944.06,1951,85.28
"Mega Size Model Gundam AGE-2 Normal",1,"1/48","Mega Size","Mega Size Model AGE",26998.4,1979,83.38
"W-Gundam Zero Custom",2,"1/60","Perfect Grade","Perfect Grade (PG)",22112.38,2002,142.13
"RX-178 Gundam Mk-II Titans Color",2,"1/60","Perfect Grade","Perfect Grade (PG)",26845,2160,142.13
"RX-178 Gundam Mk-II A.E.U.G.",2,"1/60","Perfect Grade","Perfect Grade (PG)",22525.37,2200,142.13
"XXXG-00W0 W-Gundam Zero Custom Special Ver.",2,"1/60","Perfect Grade","Perfect Grade (PG)",26998.4,2300,284.26
"Gundam Astray Red Frame",2,"1/60","Perfect Grade","Perfect Grade (PG)",33874.57,2560,170.56
"MSN-02 Perfect Zeong",3,"1/100","Master Grade","MG MSV",42624,2560,94.75
"PLAN303E Deep Striker",3,"1/100","Master Grade","MG Other Gundam",41300,2800,189.51
"Aile Strike Gundam + Skygrasper 30th Anniversary Color Clear Ver.",2,"1/60","Perfect Grade","Perfect Grade (PG)",40828,2900,189.51
"Strike Rouge + Sky Grasper",2,"1/60","Perfect Grade","Perfect Grade (PG)",33666.74,2950,180.03
"Gundam Exia",2,"1/60","Perfect Grade","Perfect Grade (PG)",40828,3000,170.56
"Gundam Exia",2,"1/60","Perfect Grade","Perfect Grade (PG)",40828,3220,303.21
"MSZ-006 Zeta Gundam",2,"1/60","Perfect Grade","Perfect Grade (PG)",34298.64,3280,189.51
"Strike Freedom Gundam",2,"1/60","Perfect Grade","Perfect Grade (PG)",41174,3360,236.88
"RX-0 Unicorn Gundam",2,"1/60","Perfect Grade","Perfect Grade (PG)",41821.33,3380,189.51
"RX-0 [N] Unicorn Gundam 02 Banshee Norn",2,"1/60","Perfect Grade","Perfect Grade (PG)",48544,3600,208.46
"00 Raiser",2,"1/60","Perfect Grade","Perfect Grade (PG)",48510,4380,236.88
"RX-78 GP01/Fb Gundam GP01",2,"1/60","Perfect Grade","Perfect Grade (PG)",64905.84,4860,189.51
"RX-78 GP03 Gundam GP03 Dendrobium",4,"1/144","High Grade","UC",82859.76,7320,265.31
"Neo Zeong",4,"1/144","High Grade","UC",129941.5,9720,236.88
