"Nombre","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"7","RX-78-2 Gundam 30th Anniversary Limited Model Extra Finish Ver.","1/60","Perfect Grade","Perfect Grade (PG)",34298.64,1624,208.46
"11","Aile Strike Gundam + Skygrasper 30th Anniversary Color Clear Ver.","1/60","Perfect Grade","Perfect Grade (PG)",41300,2900,189.51
"17","RX-178 Gundam Mk-II A.E.U.G.","1/60","Perfect Grade","Perfect Grade (PG)",22525.37,2200,142.13
"23","Sky Grasper + Aile Striker","1/60","Perfect Grade","Perfect Grade (PG)",13686.75,1046,47.38
"27","Mega Size Model RX-78-2 Gundam","1/48","Mega Size","Mega Size Model",26998.4,1498,73.91
"34","Ahgama Limited Edition","1/1700","EX","EX Model",4559.17,330,42.64
"35","Ahgama Limited Edition","1/1700","EX","EX Model",4559.17,330,42.64
"36","Arbion Limited Edition","1/1700","EX","EX Model",4559.17,335,42.64
"73","Triple Dom Set","1/144","High Grade","UC",5536.6,966,37.9
"102","Amphibian Mobile Suit Set","1/144","High Grade","UC",5660.3,832,28.43
"407","Justice Gundam","1/144","High Grade","Gundam SEED",4476.4,310,14.21
"408","Saviour Gundam","1/144","High Grade","Gundam SEED",4417.5,322,14.21
"409","Blaze Zaku Phantom Ray Use","1/144","High Grade","Gundam SEED",4417.5,322,14.21
"410","TMF/A-802W2 Kerberos Bucue Hound","1/144","High Grade","Gundam SEED",4417.5,322,14.21
"429","MSZ-010 ZZ Gundam","1/144","High Grade","Gundam ()",4829.8,356,14.21
"504","Lunamaria Gunner Zaku Worrier","1/144","High Grade","Gundam SEED",3819,265,12.32
"516","XXXG-01D2 Gundam D-Hell Custom Metal Clear Version","1/144","High Grade","FA Gundam W EW Metal Clear Version",3238.17,231,11.84
"528","Calamity Gundam","1/144","High Grade","Gundam SEED",3732.93,265,11.37
"529","Mobile Sigue Zist Elways Use","1/144","High Grade","Gundam SEED",3732.93,265,11.37
"530","Gundam Astray Green Frame Trojan Noiret Custom","1/144","High Grade","Gundam SEED",3294.98,255,11.37
"590","RX-78-2 Gundam Ver.G 30th","1/144","High Grade","Gunpla Builders",3294.98,254,11.37
"611","XXXG-00W0 W-Gundam Zero Custom","1/144","High Grade","FA Gundam W EW",3416.2,250,9.48
"643","Gundam RX-78 GP02A","1/144","No-Grade","Stardust Memory",3993.99,270,7.9
"644","Gundam RX-78 GP-01Fb","1/144","No-Grade","Stardust Memory",3990,325,7.9
"645","Gundam RX-78 GP03S","1/144","No-Grade","Stardust Memory",3993.99,272,7.9
"676","RX-77-2 Gun Cannon","1/144","High Grade","UC",2664.75,218,7.58
"681","Gundam Virtue","1/144","First Grade","Gundam (FG)",2010.96,170,6.63
"682","RB-79K Ball","1/144","No-Grade","Gundam (LM)",1377.12,100,6.63
"695","RX-78NT-1 Gundam NT-1","1/144","No-Grade","Gundam",2776.19,233,6.32
"762","MSM-03/C Hygog","1/144","No-Grade","Gundam",2847.05,228,5.53
"763","MS-09RII Rick-DomII","1/144","No-Grade","Gundam",2847.05,232,5.53
"764","MS-14JG Gelgoog-J","1/144","No-Grade","Gundam",2816.26,207,5.53
"775","Gundam RX-78 GP01","1/144","No-Grade","Stardust Memory",2547.36,181,5.53
"785","MSA-005 Methuss","1/144","No-Grade","Z Gundam",2790.72,219,5.53
"813","MSM-07/E Zugock-E","1/144","No-Grade","Gundam",2503.44,206,4.74
"814","MS-06FZ Zaku-FZ","1/144","No-Grade","Gundam",2503.44,203,4.74
"854","RGM-79GS GM-Command Space","1/144","No-Grade","Gundam",1575.94,150,3.95
"872","GT-9600-D Gundam Leopard Destroy","1/144","No-Grade","Gundam X",1641.6,160,3.95
"881","MSM-04G JUAGG","1/144","No-Grade","MSV",2304,182,3.95
"943","MSN-04 Sazabi Metallic Coating Ver.","1/100","Master Grade","MG Char`s Counter Attack",14508,1350,132.65
"948","MSN-06S Sinanju Ver.Ka Titanium Finish","1/100","Master Grade","MG Gundam UC",13530.99,1157,113.7
"958","Freedom Gundam Extra Finish","1/100","Master Grade","MG Gundam SEED",19091.36,1323,75.8
"961","RX-0 Unicorn Gundam Ver.Ka Titanium Finish","1/100","Master Grade","MG Gundam UC",19091.36,924,75.8
"984","MSN-02 Zeong","1/100","Master Grade","MG Gundam",13284.97,1402,56.85
"988","FA-010A Fazz","1/100","Master Grade","MG Other Gundam",13284.97,1402,56.85
"992","Force Impulse Gundam + Sword Silhouette Extra Finish","1/100","No-Grade","SEED Destiny",13284.97,593,56.85
"1003","00 Raiser","1/100","No-Grade","Gundam",11243.7,780,47.38
"1012","GAT-X105 Launcher & Sword Strike Gundam","1/100","Master Grade","MG Gundam SEED",11243.7,931,47.38
"1015","RX-0 Unicorn Gundam Ver.Ka","1/100","Master Grade","MG Gundam UC",11243.7,931,47.38
"1016","RX-0 Unicorn Gundam","1/100","Master Grade","MG Gundam UC",11243.7,925,47.38
"1019","Shin Musha Gundam","1/100","Master Grade","MG Other Gundam",11243.7,931,47.38
"1021","Z Gundam Ver.2.0 HD Color","1/100","Master Grade","MG Z Gundam",11243.7,931,47.38
"1044","GAT-X105E Strike Noir Gundam","1/100","Master Grade","MG Gundam SEED",10395.84,812,42.64
"1052","MS-06R High Mobility Type Zaku II","1/100","Master Grade","MG MSV",10395.84,812,42.64
"1053","MS-06F Zaku Mine Layer","1/100","Master Grade","MG MSV",10395.84,812,42.64
"1076","RGZ-91 Re-GZ","1/100","Master Grade","MG Char`s Counter Attack",11522.55,806,37.9
"1079","MS-09 Dom","1/100","Master Grade","MG Gundam",11522.55,806,37.9
"1080","MS-09R Rick Dom","1/100","Master Grade","MG Gundam",11522.55,806,37.9
"1081","RX-78 GP02A Gundam GP02 PHYSALIS","1/100","Master Grade","MG Gundam",13367.2,1001,37.9
"1084","MBF-02 Strike Rouge","1/100","Master Grade","MG Gundam SEED",11522.55,806,37.9
"1089","PF-78-1 Perfect Gundam","1/100","Master Grade","MG Other Gundam",11931.87,872,37.9
"1090","MS-18E Kampfer","1/100","Master Grade","MG Other Gundam",11522.55,806,37.9
"1095","RX-178  Mk-II Ver.2.0 Titans Limited Ver.","1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"1096","RX-178 Gundam Mk-II Ver.2.0 A.E.U.G. Limited Ver.","1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"1097","FXA-05D/RX-178 Super Gundam","1/100","Master Grade","MG Z Gundam",13367.2,1048,37.9
"1098","AMX-004-3 Qubeley Mk-II","1/100","Master Grade","MG ZZ Gundam",13367.2,949,37.9
"1099","Qubeley Mk-II","1/100","Master Grade","MG ZZ Gundam",11931.87,895,37.9
"1100","MSZ-010 ZZ Gundam","1/100","Master Grade","MG ZZ Gundam",11522.55,806,37.9
"1105","GAT-X105 Aile Strike Gundam","1/100","Master Grade","MG Gundam SEED",8552.41,965,36.01
"1125","MS-06J Zaku II Ver.2.0","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1126","MS-06F/J Zaku II","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1127","MS-06S Char`s Zaku II","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1128","RX-78-2 Gundam","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1129","MS-14A Gelgoog","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1130","RX-78 GP03S Gundam GP03 STAMEN","1/100","Master Grade","MG Gundam",8813.61,735,33.16
"1139","MS-06J Zaku II Ver.2.0 White Ogre","1/100","Master Grade","MG Other Gundam",8287.23,653,33.16
"1140","RX-178  Mk-II Ver.2.0 Titans","1/100","Master Grade","MG Z Gundam",8813.61,735,33.16
"1141","RMS-099 Rick Dias","1/100","Master Grade","MG Z Gundam",8813.61,735,33.16
"1171","MSM-07 Z`Gok","1/100","Master Grade","MG Gundam",8864.16,705,28.43
"1172","MS-14A Gelgoog","1/100","Master Grade","MG Gundam",9992.66,771,28.43
"1173","MS-14S Char`s Gelgoog","1/100","Master Grade","MG Gundam",7068,483,28.43
"1178","RX-78 GP01Fb Gundam GP01 Full Vernian","1/100","Master Grade","MG Gundam",8184,665,28.43
"1180","MS-06R-1A Zaku II","1/100","Master Grade","MG MSV",6200,625,28.43
"1181","MS-14B/C Gelgoog Cannon","1/100","Master Grade","MG MSV",9992.66,747,28.43
"1191","MSZ-006 Zeta Gundam","1/100","Master Grade","MG Z Gundam",9992.66,732,28.43
"1200","MS-06F/J Zaku II","1/100","Master Grade","MG Gundam",6617.52,529,26.53
"1201","RX-78-2 Gundam","1/100","Master Grade","MG Gundam",6617.52,470,26.53
"1208","RX-178 Gundam Mk-II","1/100","Master Grade","MG Z Gundam",6386,610,26.53
"1209","RX-178 Gundam Mk-II","1/100","Master Grade","MG Z Gundam",6386,600,26.53
"1211","Van Saviour Gundam","1/100","No-Grade","SEED Destiny",6617.52,535,26.53
"1221","Wing Gundam Zero Custom Special","1/100","High Grade","Gundam W Endless Waltz",5471.45,441,23.69
"1231","MS-05B Zaku I","1/100","Master Grade","MG Gundam",5518.24,529,23.69
"1232","RGM-79 GM","1/100","Master Grade","MG Gundam",5471.45,470,23.69
"1235","RX-78 GP01 GUNDAM GP01 ZEPHYRANTHES","1/100","Master Grade","MG Gundam",5518.24,529,23.69
"1237","MS-05B Zaku I","1/100","Master Grade","MG MSV",5383.56,520,23.69
"1238","MS-05B Zaku I","1/100","Master Grade","MG MSV",5383.56,516,23.69
"1247","Gale Strike Gundam","1/100","No-Grade","SEED Destiny",6386,492,23.69
"1248","Nix Providence Gundam","1/100","No-Grade","SEED Destiny",5518.24,546,23.69
"1255","Sword Impulse Gundam","1/100","No-Grade","SEED Destiny",6386,491,21.79
"1268","Nu Gundam Fin-Fannel Equipment Type","1/100","No-Grade","Char`s Counter Attack",8060,778,19.74
"1269","Gundam F-90","1/100","No-Grade","Gundam F",7190.58,582,19.74
"1283","Gundam Deathscythe-Hell Custom","1/100","High Grade","Gundam W Endless Waltz",4880.64,398,15.79
"1288","XXXG-01D2 Gundam Deathscyth Hell","1/100","High Grade","Gundam W",4618.38,379,14.21
"1307","OZ-13MS Gundam Epyon","1/100","High Grade","Gundam W",3782.4,346,11.84
